Item,Calories,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Total Carbohydrates (g),Dietary Fiber (g),Sugars (g),Protein (g),Chain,Protein per 100 Cal,Category,Size
KFC Chicken Sandwich - Chipotle Ranch,670.0,38.0,5.0,0.0,90.0,1330.0,49.0,1.0,7.0,0,Kfc,0.0,['Chicken'],N/A
KFC Chicken Sandwich - Honey BBQ,600.0,26.0,3.0,0.0,80.0,1330.0,58.0,1.0,15.0,5,Kfc,0.8333333333333334,['Chicken'],N/A
KFC Chicken Sandwich - Honey Garlic,610.0,26.0,3.0,0.0,80.0,1370.0,61.0,1.0,16.0,0,Kfc,0.0,['Chicken'],N/A
KFC Chicken Sandwich - Korean BBQ,620.0,27.0,3.0,0.0,80.0,1580.0,61.0,1.0,17.0,5,Kfc,0.8064516129032258,['Chicken'],N/A
KFC Chicken Sandwich - Mango Habanero,590.0,26.0,3.0,0.0,80.0,1330.0,56.0,1.0,13.0,0,Kfc,0.0,['Chicken'],N/A
KFC Saucy Nuggets - Chipotle Ranch (1),50.0,4.0,0.5,0.0,15.0,160.0,1.0,0.0,0.0,0,Kfc,0.0,"['Chicken', 'Combo']",N/A
KFC Saucy Nuggets - Honey BBQ (1),45.0,1.5,0.0,0.0,15.0,170.0,4.0,0.0,2.0,0,Kfc,0.0,"['Chicken', 'Combo']",N/A
KFC Saucy Nuggets - Honey Garlic (1),40.0,1.5,0.0,0.0,15.0,160.0,3.0,0.0,1.0,0,Kfc,0.0,"['Chicken', 'Combo']",N/A
KFC Saucy Nuggets - Korean BBQ (1),45.0,1.5,0.0,0.0,15.0,210.0,4.0,0.0,2.0,0,Kfc,0.0,"['Chicken', 'Combo']",N/A
KFC Saucy Nuggets - Mango Habanero (1),40.0,1.5,0.0,0.0,15.0,170.0,3.0,0.0,1.0,0,Kfc,0.0,"['Chicken', 'Combo']",N/A
Korean BBQ Loaded Fries Bowl,770.0,39.0,7.0,0.0,80.0,2640.0,76.0,8.0,23.0,0,Kfc,0.0,"['Side', 'Combo']",N/A
Korean BBQ Mac & Cheese Bowl,530.0,23.0,6.0,0.0,85.0,2250.0,52.0,2.0,12.0,0,Kfc,0.0,['Combo'],N/A
Mac & Cheese Bowl,480.0,22.0,6.0,0.0,85.0,1970.0,42.0,2.0,4.0,0,Kfc,0.0,['Combo'],N/A
Nashville Hot Loaded Fries Bowl,910.0,60.0,11.0,0.0,80.0,2530.0,63.0,8.0,12.0,0,Kfc,0.0,"['Side', 'Combo']",N/A
Nashville Hot Mac & Cheese Bowl,610.0,36.0,8.0,0.0,85.0,2180.0,44.0,3.0,5.0,0,Kfc,0.0,['Combo'],N/A
Nashville Hot Mashed Potato Bowl,680.0,34.0,8.0,0.0,75.0,2230.0,66.0,5.0,3.0,0,Kfc,0.0,['Combo'],N/A
Nashville Hot OR Tender (1),280.0,17.0,2.5,0.0,30.0,580.0,21.0,0.0,,0,Kfc,0.0,['Combo'],N/A
Original Recipe® Chicken Breast,390.0,21.0,4.0,0.0,120.0,1190.0,11.0,2.0,0.0,0,Kfc,0.0,['Chicken'],N/A
Original Recipe® Chicken Drumstick,130.0,8.0,1.5,0.0,55.0,430.0,4.0,1.0,0.0,0,Kfc,0.0,['Chicken'],N/A
Original Recipe® Chicken Thigh,280.0,19.0,4.5,0.0,100.0,910.0,8.0,1.0,0.0,0,Kfc,0.0,['Chicken'],N/A
Original Recipe® Chicken Whole Wing,130.0,8.0,2.0,0.0,55.0,380.0,3.0,0.0,0.0,0,Kfc,0.0,['Chicken'],N/A
Extra Crispy™ Chicken Breast,530.0,35.0,6.0,0.0,105.0,1150.0,18.0,0.0,0.0,0,Kfc,0.0,['Chicken'],N/A
Extra Crispy™ Chicken Drumstick,170.0,12.0,2.0,0.0,50.0,390.0,5.0,0.0,0.0,0,Kfc,0.0,['Chicken'],N/A
Extra Crispy™ Chicken Thigh,330.0,23.0,4.5,0.0,100.0,700.0,9.0,0.0,0.0,0,Kfc,0.0,['Chicken'],N/A
Extra Crispy™ Chicken Whole Wing,170.0,13.0,2.0,0.0,45.0,340.0,5.0,0.0,0.0,0,Kfc,0.0,['Chicken'],N/A
Kentucky Grilled Chicken® Breast,210.0,7.0,2.0,0.0,130.0,710.0,0.0,0.0,0.0,0,Kfc,0.0,['Chicken'],N/A
Kentucky Grilled Chicken® Drumstick,80.0,4.0,1.0,0.0,55.0,220.0,0.0,0.0,0.0,0,Kfc,0.0,['Chicken'],N/A
Kentucky Grilled Chicken® Thigh,150.0,9.0,3.0,0.0,90.0,420.0,0.0,0.0,0.0,0,Kfc,0.0,['Chicken'],N/A
Kentucky Grilled Chicken® Whole Wing,70.0,3.0,1.0,0.0,45.0,180.0,0.0,0.0,0.0,0,Kfc,0.0,['Chicken'],N/A
Spicy Crispy Chicken Breast,350.0,20.0,3.5,0.0,100.0,1100.0,11.0,1.0,0.0,0,Kfc,0.0,['Chicken'],N/A
Spicy Crispy Chicken Drumstick,130.0,8.0,1.5,0.0,40.0,420.0,5.0,1.0,0.0,0,Kfc,0.0,['Chicken'],N/A
Spicy Crispy Chicken Thigh,270.0,20.0,3.5,0.0,65.0,720.0,10.0,1.0,0.0,0,Kfc,0.0,['Chicken'],N/A
Spicy Crispy Chicken Whole Wing,120.0,8.0,1.5,0.0,35.0,350.0,5.0,0.0,0.0,0,Kfc,0.0,['Chicken'],N/A
NEW! Original Recipe® Tender (each),170.0,6.0,0.5,0.0,30.0,400.0,20.0,0.0,0.0,0,Kfc,0.0,['Other'],N/A
Kentucky Fried Nuggets (1),35.0,1.5,0.0,0.0,15.0,140.0,1.0,0.0,0.0,0,Kfc,0.0,"['Chicken', 'Combo']",N/A
BBQ Baked Beans,190.0,1.0,0.0,0.0,0.0,650.0,34.0,7.0,15.0,0,Kfc,0.0,['Other'],N/A
Biscuit,180.0,8.0,4.5,0.0,0.0,520.0,22.0,1.0,1.0,0,Kfc,0.0,['Other'],N/A
Coleslaw,170.0,12.0,2.0,0.0,,180.0,14.0,4.0,10.0,0,Kfc,0.0,['Other'],N/A
Corn on the Cob,70.0,0.5,0.0,0.0,0.0,0.0,17.0,2.0,3.0,0,Kfc,0.0,['Other'],N/A
Green Beans,25.0,0.0,0.0,0.0,0.0,300.0,5.0,3.0,1.0,0,Kfc,0.0,['Other'],N/A
KFC® Cornbread Muffin,210.0,9.0,1.5,0.0,35.0,240.0,28.0,,11.0,0,Kfc,0.0,['Other'],N/A
Macaroni & Cheese,140.0,6.0,1.5,0.0,,590.0,17.0,1.0,2.0,0,Kfc,0.0,['Other'],N/A
Mashed Potatoes,110.0,3.5,0.5,0.0,0.0,330.0,17.0,1.0,0.0,0,Kfc,0.0,['Other'],N/A
Mashed Potatoes With Gravy,130.0,4.5,1.0,0.0,0.0,520.0,20.0,1.0,0.0,0,Kfc,0.0,['Other'],N/A
Secret Recipe Fries,320.0,15.0,2.0,0.0,0.0,1100.0,41.0,3.0,0.0,0,Kfc,0.0,['Side'],N/A
Sweet Kernel Corn,70.0,0.5,0.0,0.0,0.0,0.0,16.0,2.0,2.0,0,Kfc,0.0,['Beverage'],N/A
BBQ Baked Beans (Family),830.0,5.0,1.0,0.0,0.0,2810.0,148.0,31.0,63.0,0,Kfc,0.0,['Other'],N/A
Coleslaw (Family),640.0,46.0,7.0,0.0,15.0,670.0,54.0,14.0,37.0,0,Kfc,0.0,['Other'],N/A
Corn on the Cob (Family),280.0,2.0,0.0,0.0,0.0,15.0,67.0,8.0,11.0,0,Kfc,0.0,['Other'],N/A
Green Beans (Family),80.0,0.0,0.0,0.0,0.0,930.0,15.0,9.0,3.0,0,Kfc,0.0,['Other'],N/A
Macaroni & Cheese (Family),540.0,23.0,6.0,0.0,10.0,2220.0,66.0,5.0,8.0,0,Kfc,0.0,['Other'],N/A
Mashed Potatoes (Family),460.0,15.0,3.0,0.0,0.0,1410.0,72.0,6.0,0.0,0,Kfc,0.0,['Other'],N/A
Mashed Potatoes With Gravy (Family),590.0,21.0,5.0,0.0,0.0,2590.0,88.0,6.0,1.0,0,Kfc,0.0,['Other'],N/A
Secret Recipe Fries (Family),840.0,40.0,5.0,0.0,0.0,2890.0,108.0,9.0,0.0,0,Kfc,0.0,['Side'],N/A
Sweet Kernel Corn (Family),280.0,2.5,0.0,0.0,0.0,10.0,67.0,7.0,8.0,0,Kfc,0.0,['Beverage'],N/A
Chicken Littles,350.0,16.0,2.0,0.0,40.0,730.0,39.0,,3.0,0,Kfc,0.0,['Chicken'],N/A
Classic Chicken Sandwich,650.0,35.0,4.5,0.0,90.0,1260.0,49.0,1.0,6.0,0,Kfc,0.0,['Chicken'],N/A
Spicy Chicken Sandwich,620.0,33.0,4.0,0.0,85.0,2140.0,49.0,1.0,6.0,0,Kfc,0.0,['Chicken'],N/A
Twister®,680.0,31.0,7.0,0.0,80.0,1360.0,74.0,,3.0,0,Kfc,0.0,['Other'],N/A
Chicken Pot Pie,720.0,41.0,25.0,0.0,80.0,1750.0,60.0,7.0,5.0,0,Kfc,0.0,['Chicken'],N/A
KFC® Famous Bowl,590.0,22.0,5.0,0.0,85.0,2160.0,67.0,4.0,3.0,0,Kfc,0.0,['Combo'],N/A
Caesar Side Salad,40.0,2.0,1.0,0.0,5.0,90.0,2.0,1.0,1.0,0,Kfc,0.0,"['Salad', 'Side']",N/A
House Side Salad,15.0,0.0,0.0,0.0,0.0,10.0,3.0,2.0,2.0,0,Kfc,0.0,"['Salad', 'Side']",N/A
Heinz Buttermilk Dressing,160.0,17.0,2.0,0.0,10.0,220.0,1.0,0.0,1.0,0,Kfc,0.0,['Other'],N/A
Hidden Valley The Original Ranch Fat Free Dressing,35.0,0.0,0.0,0.0,0.0,410.0,8.0,0.0,2.0,0,Kfc,0.0,['Other'],N/A
KFC® Creamy Parmesan Caesar Dressing,260.0,26.0,5.0,0.0,15.0,540.0,4.0,0.0,2.0,0,Kfc,0.0,['Other'],N/A
Marzetti Light Italian Dressing,15.0,0.5,0.0,0.0,0.0,510.0,2.0,0.0,1.0,0,Kfc,0.0,['Other'],N/A
Parmesan Garlic Croutons,60.0,3.0,0.0,0.0,0.0,135.0,8.0,,,0,Kfc,0.0,['Other'],N/A
Apple Turnover,230.0,10.0,2.5,0.0,0.0,140.0,32.0,,12.0,0,Kfc,0.0,['Other'],N/A
Café Valley Chocolate Chip Cake (1 Slice),300.0,15.0,3.0,0.0,50.0,260.0,39.0,1.0,27.0,0,Kfc,0.0,"['Dessert', 'Combo']",N/A
Café Valley Lemon Cake (1 Slice),220.0,10.0,2.0,0.0,30.0,170.0,30.0,0.0,20.0,0,Kfc,0.0,['Combo'],N/A
Café Valley Mini Chocolate Chip Cake,300.0,12.0,2.5,0.0,40.0,190.0,49.0,1.0,35.0,0,Kfc,0.0,['Dessert'],N/A
Café Valley Mini Lemon Cake,300.0,13.0,2.5,0.0,50.0,230.0,43.0,0.0,31.0,0,Kfc,0.0,['Other'],N/A
BBQ - Dipping Sauce Cup,45.0,0.0,0.0,0.0,0.0,150.0,11.0,0.0,11.0,0,Kfc,0.0,['Side'],N/A
Buffalo Ranch - Dipping Sauce Cup,120.0,13.0,2.0,0.0,10.0,290.0,2.0,0.0,1.0,0,Kfc,0.0,['Side'],N/A
Colonel's Buttery Spread,35.0,4.0,1.5,0.0,0.0,35.0,0.0,0.0,0.0,0,Kfc,0.0,['Other'],N/A
Grape Jelly Packet,35.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,7.0,0,Kfc,0.0,['Other'],N/A
Honey Mustard - Dipping Sauce Cup,110.0,9.0,1.5,0.0,,120.0,6.0,0.0,6.0,0,Kfc,0.0,['Side'],N/A
Honey Sauce Packet,30.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,0,Kfc,0.0,['Side'],N/A
Ketchup,30.0,0.0,0.0,0.0,0.0,250.0,8.0,0.0,6.0,0,Kfc,0.0,['Other'],N/A
KFC Sauce - Dipping Sauce Cup,90.0,8.0,1.5,0.0,10.0,170.0,5.0,0.0,5.0,0,Kfc,0.0,['Side'],N/A
Lemon Juice Packet,5.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,0,Kfc,0.0,['Beverage'],N/A
Ranch - Dipping Sauce Cup,130.0,14.0,2.5,0.0,10.0,240.0,2.0,0.0,1.0,0,Kfc,0.0,['Side'],N/A
Sticky Chicky Sweet n' Sour Dipping Sauce Cup,45.0,0.0,0.0,0.0,0.0,180.0,11.0,0.0,10.0,10,Kfc,22.22222222222222,"['Beverage', 'Chicken', 'Side']",N/A
Strawberry Jam Packet,35.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,6.0,0,Kfc,0.0,['Other'],N/A
Kentucky Fried Chicken Nuggets Kids Meal,170.0,8.0,1.0,0.0,65.0,690.0,7.0,0.0,0.0,0,Kfc,0.0,['Chicken'],N/A
Original Recipe® Tenders Kids Meal,350.0,12.0,1.5,0.0,60.0,810.0,39.0,0.0,0.0,0,Kfc,0.0,['Other'],N/A
Capri Sun® 100% Juice Fruit Punch,80.0,0.0,0.0,0.0,0.0,25.0,21.0,0.0,20.0,0,Kfc,0.0,"['Beverage', 'Combo']",N/A
Chocolate Milk 1%,150.0,2.5,1.5,0.0,10.0,170.0,26.0,0.0,23.0,0,Kfc,0.0,"['Dessert', 'Combo']",N/A
Milk 1%,90.0,2.0,1.5,0.0,10.0,105.0,10.0,0.0,10.0,0,Kfc,0.0,['Combo'],N/A
Musselman's™ Applesauce,45.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,8.0,0,Kfc,0.0,['Side'],N/A
7UP® (12 fl oz),140.0,0.0,0.0,0.0,0.0,50.0,35.0,0.0,35.0,0,Kfc,0.0,['Combo'],N/A
7UP® (16 fl oz),190.0,0.0,0.0,0.0,0.0,70.0,46.0,0.0,46.0,0,Kfc,0.0,['Combo'],N/A
7UP® (20 fl oz),240.0,0.0,0.0,0.0,0.0,85.0,58.0,0.0,58.0,0,Kfc,0.0,['Combo'],N/A
7UP® (30 fl oz),350.0,0.0,0.0,0.0,0.0,125.0,87.0,0.0,87.0,0,Kfc,0.0,['Other'],N/A
Classic Lemonade (1/2 Gallon),880.0,0.0,0.0,0.0,0.0,780.0,234.0,0.0,228.0,0,Kfc,0.0,"['Beverage', 'Combo']",N/A
Classic Lemonade (20 fl oz),140.0,0.0,0.0,0.0,0.0,130.0,39.0,0.0,38.0,0,Kfc,0.0,"['Beverage', 'Combo']",N/A
Code Red Mountain Dew® (12 fl oz),170.0,0.0,0.0,0.0,0.0,50.0,46.0,0.0,46.0,0,Kfc,0.0,['Combo'],N/A
Code Red Mountain Dew® (16 fl oz),230.0,0.0,0.0,0.0,0.0,65.0,62.0,0.0,62.0,0,Kfc,0.0,['Combo'],N/A
Code Red Mountain Dew® (20 fl oz),290.0,0.0,0.0,0.0,0.0,85.0,77.0,0.0,77.0,0,Kfc,0.0,['Combo'],N/A
Code Red Mountain Dew® (30 fl oz),430.0,0.0,0.0,0.0,0.0,125.0,116.0,0.0,115.0,0,Kfc,0.0,['Other'],N/A
Diet Dr Pepper® (12 fl oz),0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0,Kfc,,"['Beverage', 'Combo']",N/A
Diet Dr Pepper® (16 fl oz),0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0,Kfc,,"['Beverage', 'Combo']",N/A
Diet Dr Pepper® (20 fl oz),0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0,Kfc,,"['Beverage', 'Combo']",N/A
Diet Dr Pepper® (30 fl oz),0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0,Kfc,,['Beverage'],N/A
Diet Mountain Dew® (12 fl oz),0.0,0.0,0.0,0.0,0.0,55.0,1.0,0.0,0.0,0,Kfc,,"['Beverage', 'Combo']",N/A
Diet Mountain Dew® (16 fl oz),5.0,0.0,0.0,0.0,0.0,75.0,1.0,0.0,0.0,0,Kfc,0.0,"['Beverage', 'Combo']",N/A
Diet Mountain Dew® (20 fl oz),10.0,0.0,0.0,0.0,0.0,90.0,1.0,0.0,1.0,0,Kfc,0.0,"['Beverage', 'Combo']",N/A
Diet Mountain Dew® (30 fl oz),10.0,0.0,0.0,0.0,0.0,140.0,1.0,0.0,1.0,0,Kfc,0.0,['Beverage'],N/A
Diet Pepsi® Wild Cherry Pepsi® (12 fl oz),0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0,Kfc,,"['Beverage', 'Combo']",N/A
Diet Pepsi® Wild Cherry Pepsi® (16 fl oz),0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0,Kfc,,"['Beverage', 'Combo']",N/A
Diet Pepsi® Wild Cherry Pepsi® (20 fl oz),0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0,Kfc,,"['Beverage', 'Combo']",N/A
Diet Pepsi® Wild Cherry Pepsi® (30 fl oz),0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0,Kfc,,['Beverage'],N/A
Dr Pepper® (12 fl oz),140.0,0.0,0.0,0.0,0.0,45.0,39.0,0.0,38.0,0,Kfc,0.0,['Combo'],N/A
Dr Pepper® (16 fl oz),190.0,0.0,0.0,0.0,0.0,60.0,52.0,0.0,51.0,0,Kfc,0.0,['Combo'],N/A
Dr Pepper® (20 fl oz),240.0,0.0,0.0,0.0,0.0,75.0,65.0,0.0,64.0,0,Kfc,0.0,['Combo'],N/A
Dr Pepper® (30 fl oz),360.0,0.0,0.0,0.0,0.0,110.0,98.0,0.0,96.0,0,Kfc,0.0,['Other'],N/A
Lipton® Brisk® Lemon Tea (12 fl oz),80.0,0.0,0.0,0.0,0.0,40.0,22.0,0.0,22.0,0,Kfc,0.0,"['Beverage', 'Combo']",N/A
Lipton® Brisk® Lemon Tea (16 fl oz),110.0,0.0,0.0,0.0,0.0,55.0,29.0,0.0,29.0,0,Kfc,0.0,"['Beverage', 'Combo']",N/A
Lipton® Brisk® Lemon Tea (20 fl oz),140.0,0.0,0.0,0.0,0.0,70.0,36.0,0.0,36.0,0,Kfc,0.0,"['Beverage', 'Combo']",N/A
Lipton® Brisk® Lemon Tea (30 fl oz),210.0,0.0,0.0,0.0,0.0,105.0,55.0,0.0,54.0,0,Kfc,0.0,['Beverage'],N/A
Lipton® Brisk® No Calorie Peach Iced Green Tea (12 fl oz),0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0,Kfc,,"['Beverage', 'Combo']",N/A
Lipton® Brisk® No Calorie Peach Iced Green Tea (16 fl oz),0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0,Kfc,,"['Beverage', 'Combo']",N/A
Lipton® Brisk® No Calorie Peach Iced Green Tea (20 fl oz),5.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0,Kfc,0.0,"['Beverage', 'Combo']",N/A
Lipton® Brisk® No Calorie Peach Iced Green Tea (30 fl oz),10.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,0.0,0,Kfc,0.0,['Beverage'],N/A
Lipton® Brisk® Raspberry Tea (12 fl oz),80.0,0.0,0.0,0.0,0.0,45.0,20.0,0.0,20.0,0,Kfc,0.0,"['Beverage', 'Combo']",N/A
Lipton® Brisk® Raspberry Tea (16 fl oz),100.0,0.0,0.0,0.0,0.0,55.0,26.0,0.0,26.0,0,Kfc,0.0,"['Beverage', 'Combo']",N/A
Lipton® Brisk® Raspberry Tea (20 fl oz),130.0,0.0,0.0,0.0,0.0,70.0,33.0,0.0,33.0,0,Kfc,0.0,"['Beverage', 'Combo']",N/A
Lipton® Brisk® Raspberry Tea (30 fl oz),190.0,0.0,0.0,0.0,0.0,110.0,49.0,0.0,49.0,0,Kfc,0.0,['Beverage'],N/A
Lipton® Brisk® Sweet Iced Tea (12 fl oz),80.0,0.0,0.0,0.0,0.0,45.0,22.0,0.0,21.0,0,Kfc,0.0,"['Beverage', 'Combo']",N/A
Lipton® Brisk® Sweet Iced Tea (16 fl oz),110.0,0.0,0.0,0.0,0.0,65.0,29.0,0.0,29.0,0,Kfc,0.0,"['Beverage', 'Combo']",N/A
Lipton® Brisk® Sweet Iced Tea (20 fl oz),130.0,0.0,0.0,0.0,0.0,80.0,36.0,0.0,36.0,0,Kfc,0.0,"['Beverage', 'Combo']",N/A
Lipton® Brisk® Sweet Iced Tea (30 fl oz),200.0,0.0,0.0,0.0,0.0,120.0,54.0,0.0,54.0,0,Kfc,0.0,['Beverage'],N/A
Lipton® Brisk® Unsweetened No Lemon Iced Tea (12 fl oz),0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0,Kfc,,"['Beverage', 'Combo']",N/A
Lipton® Brisk® Unsweetened No Lemon Iced Tea (16 fl oz),0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0,Kfc,,"['Beverage', 'Combo']",N/A
Lipton® Brisk® Unsweetened No Lemon Iced Tea (20 fl oz),0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0,Kfc,,"['Beverage', 'Combo']",N/A
Lipton® Brisk® Unsweetened No Lemon Iced Tea (30 fl oz),0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,0,Kfc,,['Beverage'],N/A
Manzanita Sol® (12 fl oz),160.0,0.0,0.0,0.0,0.0,35.0,42.0,0.0,42.0,0,Kfc,0.0,['Combo'],N/A
Manzanita Sol® (16 fl oz),210.0,0.0,0.0,0.0,0.0,45.0,57.0,0.0,57.0,0,Kfc,0.0,['Combo'],N/A
Manzanita Sol® (20 fl oz),260.0,0.0,0.0,0.0,0.0,55.0,71.0,0.0,71.0,0,Kfc,0.0,['Combo'],N/A
Manzanita Sol® (30 fl oz),400.0,0.0,0.0,0.0,0.0,80.0,106.0,0.0,106.0,0,Kfc,0.0,['Other'],N/A
Miranda® Strawberry (12 fl oz),160.0,0.0,0.0,0.0,0.0,70.0,44.0,0.0,44.0,0,Kfc,0.0,['Combo'],N/A
Miranda® Strawberry (16 fl oz),220.0,0.0,0.0,0.0,0.0,95.0,58.0,0.0,58.0,0,Kfc,0.0,['Combo'],N/A
Miranda® Strawberry (20 fl oz),270.0,0.0,0.0,0.0,0.0,120.0,73.0,0.0,73.0,0,Kfc,0.0,['Combo'],N/A
Miranda® Strawberry (30 fl oz),410.0,0.0,0.0,0.0,0.0,180.0,109.0,0.0,109.0,0,Kfc,0.0,['Other'],N/A
MNT DEW Sweet Lightning (20 fl oz),120.0,0.0,0.0,0.0,0.0,190.0,32.0,0.0,25.0,0,Kfc,0.0,"['Beverage', 'Combo']",N/A
Mountain Dew® (12 fl oz),160.0,0.0,0.0,0.0,0.0,50.0,44.0,0.0,44.0,0,Kfc,0.0,['Combo'],N/A
Mountain Dew® (16 fl oz),220.0,0.0,0.0,0.0,0.0,70.0,59.0,0.0,58.0,0,Kfc,0.0,['Combo'],N/A
Mountain Dew® (20 fl oz),270.0,0.0,0.0,0.0,0.0,85.0,73.0,0.0,73.0,0,Kfc,0.0,['Combo'],N/A
Mountain Dew® (30 fl oz),410.0,0.0,0.0,0.0,0.0,125.0,110.0,0.0,109.0,0,Kfc,0.0,['Other'],N/A
Mug Root Beer® (12 fl oz),140.0,0.0,0.0,0.0,0.0,45.0,39.0,0.0,39.0,0,Kfc,0.0,['Combo'],N/A
Mug Root Beer® (16 fl oz),190.0,0.0,0.0,0.0,0.0,60.0,52.0,0.0,52.0,0,Kfc,0.0,['Combo'],N/A
Mug Root Beer® (20 fl oz),240.0,0.0,0.0,0.0,0.0,75.0,65.0,0.0,65.0,0,Kfc,0.0,['Combo'],N/A
Mug Root Beer® (30 fl oz),360.0,0.0,0.0,0.0,0.0,110.0,98.0,0.0,98.0,0,Kfc,0.0,['Other'],N/A
Pepsi Zero Sugar® (12 fl oz),0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0,Kfc,,['Combo'],N/A
Pepsi Zero Sugar® (16 fl oz),0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0,Kfc,,['Combo'],N/A
Pepsi Zero Sugar® (20 fl oz),0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0,Kfc,,['Combo'],N/A
Pepsi Zero Sugar® (30 fl oz),0.0,0.0,0.0,0.0,0.0,95.0,1.0,0.0,0.0,0,Kfc,,['Other'],N/A
Pepsi® (12 fl oz),150.0,0.0,0.0,0.0,0.0,30.0,41.0,0.0,41.0,0,Kfc,0.0,['Combo'],N/A
Pepsi® (16 fl oz),200.0,0.0,0.0,0.0,0.0,45.0,55.0,0.0,55.0,0,Kfc,0.0,['Combo'],N/A
Pepsi® (20 fl oz),250.0,0.0,0.0,0.0,0.0,55.0,69.0,0.0,69.0,0,Kfc,0.0,['Combo'],N/A
Pepsi® (30 fl oz),380.0,0.0,0.0,0.0,0.0,80.0,104.0,0.0,103.0,0,Kfc,0.0,['Other'],N/A
Sobe Lifewater Yumberry Pomegranate (12 fl oz),0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0,Kfc,,['Combo'],N/A
Sobe Lifewater Yumberry Pomegranate (16 fl oz),0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0,Kfc,,['Combo'],N/A
Sobe Lifewater Yumberry Pomegranate (20 fl oz),0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0,Kfc,,['Combo'],N/A
Sobe Lifewater Yumberry Pomegranate (30 fl oz),5.0,0.0,0.0,0.0,0.0,120.0,1.0,0.0,0.0,0,Kfc,0.0,['Other'],N/A
Starry® (12 fl oz),150.0,0.0,0.0,0.0,0.0,35.0,39.0,0.0,39.0,39,Kfc,26.0,['Combo'],N/A
Starry® (16 fl oz),200.0,0.0,0.0,0.0,0.0,45.0,52.0,0.0,52.0,52,Kfc,26.0,['Combo'],N/A
Starry® (20 fl oz),240.0,0.0,0.0,0.0,0.0,55.0,65.0,0.0,65.0,65,Kfc,27.083333333333332,['Combo'],N/A
Starry® (30 fl oz),370.0,0.0,0.0,0.0,0.0,85.0,97.0,0.0,97.0,97,Kfc,26.216216216216214,['Other'],N/A
Tropicana® Fruit Punch (12 fl oz),170.0,0.0,0.0,0.0,0.0,35.0,45.0,0.0,45.0,0,Kfc,0.0,['Combo'],N/A
Tropicana® Fruit Punch (16 fl oz),230.0,0.0,0.0,0.0,0.0,45.0,60.0,0.0,60.0,0,Kfc,0.0,['Combo'],N/A
Tropicana® Fruit Punch (20 fl oz),280.0,0.0,0.0,0.0,0.0,60.0,75.0,0.0,75.0,0,Kfc,0.0,['Combo'],N/A
Tropicana® Fruit Punch (30 fl oz),420.0,0.0,0.0,0.0,0.0,90.0,113.0,0.0,112.0,0,Kfc,0.0,['Other'],N/A
Tropicana® Light Lemonade (12 fl oz),5.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0,Kfc,0.0,"['Beverage', 'Combo']",N/A
Tropicana® Light Lemonade (16 fl oz),10.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0,Kfc,0.0,"['Beverage', 'Combo']",N/A
Tropicana® Light Lemonade (20 fl oz),10.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0,Kfc,0.0,"['Beverage', 'Combo']",N/A
Tropicana® Light Lemonade (30 fl oz),15.0,0.0,0.0,0.0,0.0,350.0,1.0,0.0,0.0,0,Kfc,0.0,['Beverage'],N/A
Tropicana® Pink Lemonade (12 fl oz),150.0,0.0,0.0,0.0,0.0,160.0,40.0,0.0,40.0,0,Kfc,0.0,"['Beverage', 'Combo']",N/A
